"cond","SID","survey_name","item","value","article_number","content","article_cond"
"self","s002","comment","10","good development increases our country economical growth",61,"climate","self"
"social","s003","comment","10","Because garbage in the ocean is a huge issue that needs to be solved.",79,"climate","social"
"social","s004","comment","10","It turns out that when you add extra energy via heat to a complicated system, that energy has to go somewhere and it isn't good news for anyone.",15,"climate","control"
"social","s005","comment","10","Climate change and global warming may destroy historical heritage sites, such as the ancient place in the Mediterranean.",85,"climate","control"
"social","s008","comment","10","This could change the way we get our meat forever.",81,"climate","social"
"self","s009","comment","10","Some effective ways to recycle things",69,"climate","control"
"social","s010","comment","10","Ancient places in the Mediterranean might not survive global warming",85,"climate","control"
"social","s012","comment","10","Obesity can lead to heart disease.",108,"health","social"
"self","s014","comment","10","I am very interested in maintaining my weight.",0,"health","self"
"social","s015","comment","10","This is something that is happening all the time with China not recycling garbage it is just going to our landfills.",49,"climate","control"
"social","s017","comment","10","Several healthy practises at home are likely to reduce chances of heart attack.",84,"health","social"
"social","s018","comment","10","It is warning people that climate change is real and it is happening now therefore people need to make some changes now if they do not want things to get worse.",91,"climate","social"
"self","s019","comment","10","The crisis of climate change not that distant. We all are already experiencing it. It is impacting us negatively so it's good news that the 3 campaign ads are spreading awareness.",95,"climate","self"
"self","s020","comment","10","A program aimed to provide children exercise and thus make them happier is being considered",86,"health","control"
"self","s021","comment","10","The article is about the benefits of using alternatives to disposable cleaning products.",47,"climate","control"
"social","s024","comment","10","This talks about how a vegan diet can cause health problems.",26,"health","control"
"social","s025","comment","10","This article matters to people I know as climate lawsuits will become more prevalent and as citizens, understanding these lawsuits will allow us to make more informed decisions as to where we live and work.",105,"climate","social"
"social","s028","comment","10","It is about marine mammals",101,"climate","control"
"self","s030","comment","10","A discussion from bid data to lab  grown meat and also to new candidacy for governor that are most important in recent times and so it is much needed  and so it matter s most personally",81,"climate","self"
"social","s031","comment","10","Food diet Kidney sones",46,"health","control"
"self","s032","comment","10","This article describes the struggle of a cancer researcher for his own salvation and survival.",24,"health","control"
"self","s036","comment","10","I want to protect my health",90,"health","self"
"social","s037","comment","10","the climate change will impact the world's largest companies.",87,"climate","social"
"social","s038","comment","10","The spread of wild grass growth allows the chances of wildfires to be worse than they presently have been.",63,"climate","control"
"self","s040","comment","10","it is related to us because of wildlife",61,"climate","self"
"social","s041","comment","10","This article matters because some people that I know will love to take part in green living but don't know where or how to start.",57,"climate","social"
"social","s042","comment","10","there was been regular exercise has been associated with enhanced vaccination responses, lower numbers of exhausted/senescent T-cells, increased T-cell proliferative capacity, lower circulatory levels of inflammatory.",18,"health","control"
"self","s043","comment","10","Side effects can occur even with simple supplements. A person needs to be cautious.",10,"health","self"
"social","s045","comment","10","running ups levels of gut bacteria in mice that made them run faster",72,"health","control"
"self","s046","comment","10","due to cause of the disaster like floods and climate change the people get the flood insurance in the change of climate increases",53,"climate","control"
"self","s048","comment","10","The true effects of antioxidants on muscle soreness post exercise.",40,"health","self"
"social","s049","comment","10","It will keep them energized about renewable resources.",93,"climate","social"
"self","s051","comment","10","This seems like a touching story of a person remembering their Grandmother and it would be interesting to read.",70,"health","self"
"self","s052","comment","10","This article is about wind turbines, drones, and climate change.",1,"climate","control"
"social","s053","comment","10","Campaign ads are more focused on global warming.",95,"climate","control"
"self","s054","comment","10","Exercise from an early age should be encouraged as it benefits a child's development.",86,"health","self"
"social","s055","comment","10","The risks to your bones associated with cycling and swimming.",98,"health","control"
"self","s056","comment","10","Recent study sheds doubts on the link between obesity and cardiovascular disease",108,"health","control"
"self","s057","comment","10","Dogs are no longer dogs but treated as our children. In fact, many are treated better than children. Dogs have a place of prominence in the bed and usually root out another person if they don't get the bigger portion of the bed.",38,"health","control"
"self","s058","comment","10","I should try to buy only enough produce as I need immediately.",20,"health","self"
"social","s062","comment","10","Many of the people close to me care about their health and this article would be of interest to them because knowing that exercising will keep them healthier will make them feel good. There are also people who need a little push and by reading this article, they can be motivated.",56,"health","social"
"self","s063","comment","10","Because they're going to help kill us all.",21,"climate","self"
"self","s064","comment","10","eating fish helps pregnant women and children",30,"health","control"
"social","s065","comment","10","The article is about how climate change has influenced the elections.",75,"climate","control"
"social","s066","comment","10","The mice were too tired to keep moving after a big work out.",6,"health","social"
"self","s067","comment","10","Because climate change should matter to literally everybody.",85,"climate","self"
"social","s068","comment","10","Places of history that climate change is affecting.",85,"climate","control"
"self","s069","comment","10","I think it's time to start switching to renewable energy, and as more people see the value in that, the better off this country will be.",105,"climate","self"
"self","s070","comment","10","Wow this is hopeful!",104,"health","self"
"social","s072","comment","10","Flavonoids may protect against cancer and cardiovascular death",22,"health","control"
"social","s073","comment","10","This article matter because people I know exercise and would be interested in this.",40,"health","social"
"social","s074","comment","10","Climate change need to be addressed and it seems the younger generations are aware they are the voice that need to be heard the loudest as it affects their future.",109,"climate","social"
"social","s075","comment","10","it is real and we should alert this.",91,"climate","control"
"self","s076","comment","10","its about how global warming is negatively impacting our world",15,"climate","control"
"social","s078","comment","10","It matters because there are a lot of people I know that think just because they are getting older, then by default they won't be able to do much which doesn't have to be true.",76,"health","social"
"social","s079","comment","10","because it's about climate",109,"climate","social"
"self","s080","comment","10","Disposable cleaning products can be more expensive and create more waste than their reusable counterparts.",47,"climate","control"
"social","s081","comment","10","we are not losing weight because we are eating too much",78,"health","control"
"self","s082","comment","10","This article is about how avalanches are surpassing scientists' expectations and that this could be the beginning of something bigger.",45,"climate","control"
"social","s083","comment","10","Exercise before school can make kids happier and more energetic.",86,"health","control"
"self","s084","comment","10","be careful what supplements you take",10,"health","self"
"social","s085","comment","10","This article would affect people I know who don't want coal mining to continue because it's dirty and affects the environment adversely.",21,"climate","social"
"self","s086","comment","10","I want to remain alert and witty no matter my age.",14,"health","self"
"self","s089","comment","10","I don't typically have holiday food waste, but solving the planet's climate problem is necessary for me and my family's offspring to have a bright future.",11,"climate","self"
"social","s090","comment","10","I have a relative who is vegan.",26,"health","social"
"social","s092","comment","10","Technology might help with climate change.",81,"climate","social"
"self","s093","comment","10","Sleep apnea can kill you",106,"health","control"
"self","s095","comment","10","You may think that you are recycling but it may not actually be happening",49,"climate","control"
"social","s097","comment","10","There might actually be a probiotic that can help with weight gain.",74,"health","control"
"social","s099","comment","10","is it possible that motivation could be in our genetics?",56,"health","control"
"social","s100","comment","10","This article is about the oil industry wanting change on car emissions rules.",29,"climate","control"
"self","s101","comment","10","Walking speed is a reflection of my culture - and I embrace it!!",36,"health","self"
"social","s103","comment","10","What foods and liquids you can intake to avoid or prevent kidney stones.",46,"health","control"
"self","s104","comment","10","This article matters to me because I have personally known people who have dealt with eating disorders.",96,"health","self"
"self","s106","comment","10","This article matters to me because it reminds me of the dangers of excess weight in my life.",54,"health","self"
"social","s108","comment","10","How government can't keep up with recovery funds of natural disasters.",13,"climate","control"
"social","s110","comment","10","Beware of process meat lead to cancer....",28,"health","social"
"self","s111","comment","10","How plastic and paper bags both have their downsides and information about them.",57,"climate","control"
"self","s112","comment","10","Banning sugary drinks at a medical center was correlated with workers losing belly fat.",94,"health","control"
"self","s113","comment","10","This article matter because I care for animals and people are trying to remove any kind of protection they have",89,"climate","self"
"social","s114","comment","10","This is important because we might all be in this situations soon if we don't do something about climate change.",97,"climate","social"
"social","s115","comment","10","Eating too much processed meats can cause breast cancer.",52,"health","control"
"social","s116","comment","10","Fitness is helpful for gettting beter hand of you health. IT will do good for when you get older",34,"health","social"
"social","s117","comment","10","yes maybe vitamin D is helpful",60,"health","social"
"self","s118","comment","10","It seems dancing is more than just fun-- it's one of the most effective exercises to curb the aging process.",14,"health","control"
"self","s119","comment","10","I drink a lot of soda.",4,"health","self"
"social","s120","comment","10","Swedish girl becomes Greta Garbo of climate change",65,"climate","social"
"self","s121","comment","10","Climate change denial is dangerous to our society.",77,"climate","self"
"social","s122","comment","10","because you can help your partner if they have a eating disorder",96,"health","social"
"social","s123","comment","10","Because I know people who exercise and diet to lose weight.",0,"health","social"
"self","s124","comment","10","This article is about how plastic hurts the enviorment.",67,"climate","control"
"social","s125","comment","10","Everyone could use some advice on cleaning alternatives.",47,"climate","social"
"social","s126","comment","10","the climate change  make an urgent call to take action and to protest which makes a young people in global strike to take part.",27,"climate","control"
"self","s127","comment","10","If sugar patients avoid sweet.",4,"health","control"
"self","s130","comment","10","This matters to me personally because I'd be interested to learn why certain supplements don't help to relieve muscle aches after exercise.",40,"health","self"
"self","s132","comment","10","I'm worried about the effects of fire on the environment",7,"climate","self"
"social","s133","comment","10","Some groups aren't putting their head in the sand when it comes to climate change.",95,"climate","control"
"social","s134","comment","10","Going past your limits with exercise may increase the benefits of exercise at the cellular level.",56,"health","control"
"social","s136","comment","10","This article matters to people I know because the benefits of dancing are helpful to brain function and quality of life.",14,"health","social"
"social","s137","comment","10","The worlds largest companies are preparing to face up to one trillion spending in climate related risks, becoming more apparent within the next 5 years.",87,"climate","control"
"social","s139","comment","10","Eating disorders are serious,  and it's important for the person's support system to know how to help.",96,"health","social"
"social","s140","comment","10","Because people I know are interested in climate change",91,"climate","social"
"self","s141","comment","10","This does not matter to me but makes me upset",17,"climate","self"
"self","s143","comment","10","Vitamins C and E , black tea antioxidants.",40,"health","self"
"self","s145","comment","10","The increase in political campaign ads that focus on climate change.",95,"climate","control"
"self","s146","comment","10","A.I. plays a large part in my daily life and is only becoming more important.",104,"health","self"
"self","s147","comment","10","The Senate has passed a bill that helps protect and preserve wilderness and wild lands.",19,"climate","control"
"self","s149","comment","10","Bacteria supplement level consumption.",72,"health","control"
"social","s150","comment","10","This article matters to anyone that might be looking into an energy alternative solution, mainly homeowners.",83,"climate","social"
"self","s151","comment","10","Smoking is so bad for the human body. Staying fit with exercise, eating healthy and thinking positive is the very best a person can do",16,"health","self"
"social","s153","comment","10","Taking Vitamin D during pregnancy may improve baby's tooth enamel",60,"health","control"
"self","s155","comment","10","Consuming vitamin D during pregnancy can have a great effect on the baby's tooth enamel.",60,"health","control"
"social","s156","comment","10","It is about the massive amounts of non-biodegradable pollutants we are creating by producing and using plastics in our everyday lives; tons since the 1950's.",67,"climate","control"
"self","s157","comment","10","The article about dancing may be best for the brain.",14,"health","control"
"social","s159","comment","10","LOWER URIC ACID AND LOWER RISK OF GOUT",26,"health","control"
"self","s160","comment","10","This is important because I would not want any natural disaster happening to us",45,"climate","self"
"self","s161","comment","10","ARTICLE ABOUT WEIGHT LOSS BY NOT TAKEING OF SUGAR",8,"health","control"
"social","s163","comment","10","My vegan and vegetarian friends, you might want to read this. I'd rather y'all not have to deal with gout and if this helps you avoid it, great!",26,"health","social"
"social","s166","comment","10","The article is about the Senator's proposal about giving Americans vouchers in order for them to be encouraged to purchase American-made cars that are electric and hybrid vehicles. This would help with Climate Change and lessen the carbon footprint of Americans.",73,"climate","control"
"self","s167","comment","10","Technology and business leaders gathered together in San Francisco to discuss topics such as big data, lab grown meat, and the candidacy for governor.",81,"climate","control"
"self","s168","comment","10","This is an article about our immune system.",100,"health","control"
"social","s170","comment","10","this is about plastics on earth",67,"climate","social"
"self","s172","comment","10","The things kings of Egypt tried to do to prevent a climate disaster.",37,"climate","control"
"social","s177","comment","10","The oil industry has tried to push back on car emissions regulations",29,"climate","control"
"self","s178","comment","10","This explains why some people are more likely to struggle with skin infections than others.",80,"health","control"
"self","s184","comment","10","People need help sometimes, and it's not shameful. People could use some ideas on how to help.",96,"health","self"
"social","s185","comment","10","This article matters to people I know because it concerns health and diet.  The people I know, which is my family, are all concerned about their health and eating healthy.",46,"health","social"
"self","s186","comment","10","We should carry a reusable bag and should carry our own cloth grocery bags.",55,"climate","self"
"self","s187","comment","10","Climate change is so important and this article matters to me, because scientists are trying to fight deniers with scientific facts. People who refuse to make any changes in their lifestyle and deny facts are harming humans and animals and it's horrible.",77,"climate","self"
"social","s189","comment","10","The health issues associated with eating deli meat",28,"health","control"
"social","s191","comment","10","private company give vouchers to consumers to buy American-made electric and hybrid cars & trucks",73,"climate","control"
"self","s192","comment","10","This matters to me because I eat white meat and I don't want to increase my ""bad"" cholesterol levels.",50,"health","self"
"self","s193","comment","10","Obesity is the main problem for the adults so avoid eating junk food had a healthy diet.",106,"health","self"
"self","s194","comment","10","The Arctic Council was unable to issue a joint statement because there was US disagreement on climate change.",35,"climate","control"
"self","s195","comment","10","A 13-minute workout with weights might build strength.",48,"health","control"
"self","s196","comment","10","It helps me help the earth",31,"climate","self"
"social","s197","comment","10","I find this article not interesting and i think its a waste of time",63,"climate","control"
"self","s198","comment","10","This article make hopeful and this relevant to my society.",81,"climate","self"
"self","s200","comment","10","It is the most important issues to be considered and it can be reduced with every individual contribution to reduce the carbon emmision",41,"climate","self"
"social","s201","comment","10","it's all about the money with these people. They don't care about the animals, the environment or future generations. it's all about getting money in THEIR pockets!",89,"climate","control"
"self","s202","comment","10","People should try to stop plastics",55,"climate","self"
"social","s204","comment","10","Supplements that seem too good to be true probably are to a deadly extent.",10,"health","control"
"social","s205","comment","10","I'm not sure why this matters to anyone...not enough information in the headline.",71,"climate","social"
"social","s206","comment","10","Climate change is the threat for all level of sites.",85,"climate","social"
"self","s207","comment","10","I have struggled with counting calories to try to lose weight. This will be a total game changer, I just need to eat the good bits of food and not the bad.",8,"health","self"
"self","s208","comment","10","handy guide helps you reduce your own carbon foot print",51,"climate","control"
"social","s210","comment","10","The trash zone in the ocean between Hawaii and California is growing exponentially.",79,"climate","social"
"self","s211","comment","10","This article is relevant to me because I have been wondering if there are any benefits to following fad diets or eating styles that other people are adopting. In this case, it shows that adopting a gluten-free diet can have downsides if you're not allergic to gluten.",66,"health","self"
"self","s212","comment","10","strong immune system",100,"health","self"
"social","s214","comment","10","check this out for some affordable cleaning products",47,"climate","control"
"social","s215","comment","10","Glad to see climate change is becoming the issue is should be in the political arena!",95,"climate","control"
"social","s216","comment","10","It is about how exercise can slow the aging of your immune system.",18,"health","social"
"self","s217","comment","10","I hear so much about GMOs I think it is time for me to get more educated on them.",102,"health","self"
"social","s218","comment","10","It tells the bag usage of grocery store",57,"climate","control"
"self","s219","comment","10","It matters because I have sometimes attempted weight loss",6,"health","self"
"social","s222","comment","10","Vestas is committed to transforming sustainable energy into mainstream energy to help limit global CO2 emissions and combat the climate crisis. Last year, Vestas supported Green Friday as an alternative to Black Friday and through our initiative",1,"climate","social"
"self","s223","comment","10","This article is about statins and how taking them can increase the risk of staph skin infections.",80,"health","control"
"self","s224","comment","10","Global warming is harming sites I might someday want to visit.",85,"climate","self"
"social","s227","comment","10","farmers market shopping with the chef tom helps customers get better food",20,"health","social"
"self","s230","comment","10","The ocean is being affected by a toxic tide that normally occurs. This year it's more pronounced. A toxic tide would just keep me out of the water and would kill a lot of fish. That would affect my fishing and catch.",39,"climate","self"
"self","s234","comment","10","This is about a medical device that might be having adverse effects.",80,"health","control"
"social","s235","comment","10","
People’s performance is those who have improved all types of training subject to you",84,"health","control"
"social","s236","comment","10","This article matters because it includes important information about how moving and specializing has a positive impact on the brain's aging.",14,"health","social"
"self","s237","comment","10","A TURN'S INTO SYMBOL FOR CLIMATIC ACTION",65,"climate","control"
"self","s242","comment","10","It talks about a widespread heatwave that occurred on four continents.",97,"climate","control"
"self","s243","comment","10","ANWR drilling could be on the horizon",61,"climate","control"
"social","s246","comment","10","This article is about the vaquita, an animal that is almost extinct.",101,"climate","control"
"self","s248","comment","10","Dancing always helps to keep you so energetic and it motivates you to achieve your goals, Physically It  helps to strengthen your bones.",14,"health","self"
"social","s249","comment","10","low impact sports may not be enough to keep your bones healthy",98,"health","control"
"self","s250","comment","10","This article matters to me personally because I am also the one who getting my protein from plants.",64,"health","self"
"social","s251","comment","10","This article is about the downside of having a sweet tooth, regular consumption of sugary drinks raises the risk of tooth decay, obesity, fatty liver disease and other stuff.",4,"health","control"
"social","s255","comment","10","It matters because it elaborates on how useful and beneficial it is adding exercise into your life.",56,"health","social"
"social","s257","comment","10","it is about exercise and training",48,"health","control"
"self","s258","comment","10","Global warming will destroy our life.",15,"climate","self"
"social","s259","comment","10","It explains the climate change cause and the disaster related crises.",99,"climate","control"
"self","s260","comment","10","The more weight you have on you the more likely you are to have cancer.",54,"health","control"
"social","s261","comment","10","Reusable cleaning products",47,"climate","control"
"self","s262","comment","10","I try to always carry my own bags from home.",57,"climate","self"
"social","s265","comment","10","A story that environmental loss is a loss for the economy as well. If for no other reason, support climate action for a bright economy.",9,"climate","social"
"self","s268","comment","10","That using a cleaning product that is simple may not wok that great after all and is a waste of money",47,"climate","control"
"social","s270","comment","10","It's sounds horrible. we are going to face the worst things that would happen in the future",59,"climate","control"
"self","s273","comment","10","climate change and the environment matter the most to me because i love doing my part to help ensure the world has a future.",1,"climate","self"
"social","s274","comment","10","This is very important to the peoples",7,"climate","social"
"social","s275","comment","10","I have friends that work in the grocery business.",57,"climate","social"
"self","s276","comment","10","It was about the weight loss supplement was giving a huge effect of sexual function.",10,"health","self"
"self","s277","comment","10","yes parents makes kids fat by giving too much junk foods",92,"health","control"
"self","s278","comment","10","This is an interesting article about how fewer Americans are purchasing flood insurance despite the increase in flood risk due to climate change. I recommend reading it!",53,"climate","control"
"social","s279","comment","10","This article matters to people to help the Earth by consuming less.",31,"climate","social"
"self","s280","comment","10","It has a guide to show you how to reduce your carbon footprint.",51,"climate","control"
"self","s281","comment","10","An increased number of wildfires in remote parts of world increase fears about the dangers of climate change.",7,"climate","control"
"social","s283","comment","10","it is helpful for people whho stay in flood prone areas",25,"climate","social"
"self","s287","comment","10","This matters to me because I drink a lot of sugary drinks and it helps me think about cutting down my consumption of them.",32,"health","self"
"self","s288","comment","10","This is important information for all who want to lower their risk of dying from heart disease and cancer. More good news for vegetarians such as myself.",22,"health","self"
"social","s292","comment","10","Our advancing age may not cause us to physically slow down as much as we thought.",76,"health","control"
"social","s294","comment","10","polluting the sea could affect the people i know. thus they are against the act of polluting the pacific ocean",79,"climate","social"
"social","s295","comment","10","Vaquita porpoises are endangered",101,"climate","control"
"self","s297","comment","10","It always worries me when I see homes being built in flood areas.",23,"climate","self"
"social","s299","comment","10","Oil industry's Secret campaign is trying to bend US car emissions rules",29,"climate","control"
"social","s300","comment","10","nuclear power and environmental issues are quite complicated.",51,"climate","control"
"self","s301","comment","10","It is about the climate change activist Greta.",65,"climate","control"
"social","s303","comment","10","If children are fat their would take the trouble",92,"health","social"
"self","s305","comment","10","Climate change will lead to simultaneous disasters",99,"climate","control"
"social","s307","comment","10","they key to weight loss is moderation",8,"health","control"
"self","s308","comment","10","About the preference in usage of plastic or paper bags in grocery store.",57,"climate","control"
"self","s311","comment","10","This article matters to me personally because climate change is a huge threat to the environment and to people.",41,"climate","self"
"self","s313","comment","10","It is about ancient places that might be harmed in the future.",85,"climate","control"
"self","s314","comment","10","Chef Tom Colicchio gives advice on food wastage and how to minimize it.",20,"health","control"
"social","s316","comment","10","This article states that Senator Schumer has proposed a bill to incentivize people to buy more eco-friendly cars.",73,"climate","control"
"self","s318","comment","10","Even small children are now recognizing climate change.",109,"climate","self"
"self","s319","comment","10","This article is very attractive",70,"health","self"
"self","s320","comment","10","It is about food control in our life",46,"health","control"
"self","s321","comment","10","I am belong San Francisco",81,"climate","self"
"social","s322","comment","10","I know many people who have high blood pressure and would need something that could motivate them to work out, or at least make working out a more enjoyable, gamified experience.",58,"health","social"
"self","s324","comment","10","Automakers and climate change.",71,"climate","control"
"social","s326","comment","10","I like political oriented articles. This article is about Bill pass by the senate which is about Sweeping Land conservation I think this is a good move to protect our environment and save the nature.",19,"climate","control"
"social","s327","comment","10","plastic recycling is not real recycled",49,"climate","control"
"social","s328","comment","10","Women that eat processed meats are more likely to get breast cancer.",52,"health","control"
"social","s329","comment","10","Again it just says ""Snippet"" for the headline just like headline number 9.  Also on headline 8 it jumped ahead before I could finish.",5,"climate","control"
"self","s330","comment","10","It's so crazy to build homes where they know they'll be flooded. Is there a method to this madness? Who would live in these homes? I can't help but think somehow the taxpayers will get screwed.",23,"climate","self"
"self","s331","comment","10","Every one should has the responsible in the climate change.",71,"climate","self"
"social","s335","comment","10","Making know the people the tons of plastic the Great pacific Garbage patch is ballooning",79,"climate","control"
"self","s337","comment","10","The current, outgoing US administration has failed to take the dangers and costs related to climate change seriously. I feel it's important that others keep the issue in the spotlight, and get change done wherever it is possible. I support protests like this, which can pressure industry and states to take up action where the federal government has failed. The quicker the problems are addressed, both the cheaper and more progress can be made.",27,"climate","self"
"social","s338","comment","10","Lawsuits have been launched in Colorado by local governments regarding climate change.",105,"climate","control"
"social","s344","comment","10","This is really bad for our environment. We need to pay more attention on how we trash plastics on the street.",67,"climate","social"
"self","s345","comment","10","Ancient sites could be destroyed by global warming.",85,"climate","control"
"social","s348","comment","10","We need to use more of renewable energy and reduce climate change in the process",93,"climate","social"
"social","s349","comment","10","My mom thinks some meats are fine. This article might educate her.",50,"health","social"
"social","s352","comment","10","This article is about how to reduce carbon footprint",51,"climate","control"
"social","s353","comment","10","This article is about climate changes in shift gears.",71,"climate","control"
"self","s358","comment","10","It was awareness to me",4,"health","self"
"self","s360","comment","10","Walk is an essential work for all of the persons for their health. The main thing is where do we and walk and walk with whom? Americans feels walking with children is better one.",36,"health","control"
"social","s361","comment","10","Regulators in Queensland have issued a permit to allow a disputed mine to be used as a coal resource.",21,"climate","control"
"social","s363","comment","10","I would matter to people interested in economy.
Article would mention a relation between global warming and American economy.",9,"climate","control"
"social","s364","comment","10","They want to know about climate change regarding schools.",109,"climate","social"
"self","s368","comment","10","The article is about Olympic Skier and also scientists that won a prize for mapping peat.",5,"climate","control"
"self","s371","comment","10","Since I spend time dancing, I can be sure this keeps my brain active and lively.",14,"health","self"
"social","s372","comment","10","People I know as well as myself work out and I've always believed antioxidants were fairly good for the body day in and day out. It's good to think that my friends and I may not benefit from ingestion of antioxidants so we can figure out other ways to.",40,"health","social"
"self","s373","comment","10","People who cut back certain foods lost weight.",8,"health","control"
"self","s375","comment","10","A Hypothesis about a study that would ""Suggest"" that gut bacteria makes mammals run faster. It would convey the uncertainty since the observations were done in the Lab with mice. Mice have a similar metabolism and similar biological systems to humans so would try to relate those findings to humans. It would conclude that more studies are needed and that Human Studies would be necessary for a more definitive conclusion.",72,"health","control"
"social","s380","comment","10","Flavonoids found in some plants can help reduce the risk of cancer and heart disease.",22,"health","control"
"social","s386","comment","10","it is about obesity is the cause of sleep apnea",106,"health","control"
"self","s387","comment","10","how record heat effects people around the world",97,"climate","self"
"social","s390","comment","10","older cyclists are not like most of the rest of us",18,"health","social"
"self","s394","comment","10","every children must be safe in the world and children very like to me always",12,"health","control"
"social","s395","comment","10","because of, it's information about a lifestyle.",84,"health","social"
"social","s396","comment","10","Climate change of global warming.",95,"climate","social"
"social","s399","comment","10","Those with metabolic disorders causing obesity might benefit from a gut bacterium supplement.",74,"health","control"
"social","s400","comment","10","It can affect our people's livelihood to a major extent.",89,"climate","social"
"self","s401","comment","10","Sugary drinks Will led to a shorter your life span But the expert say's There is no health benefits",32,"health","control"
"self","s402","comment","10","Seems interesting and sounds good",30,"health","control"
"social","s403","comment","10","controversy on the consequences of obesity",108,"health","social"
"social","s406","comment","10","People I know eat meat and some eat a lot so knowing the effects it has on our health is something they would want to know.",50,"health","social"
"self","s411","comment","10","the New York attorney general office alleged that Exxon deceived investors about the climate change and federal judge against in Massachusetts implausible one",3,"climate","control"
"self","s412","comment","10","breast cancer very danger disease for human .use tratment very use full medical history",104,"health","self"
"self","s414","comment","10","A dog can help humans sleep well.",38,"health","control"
"self","s415","comment","10","another climate activist, fighting to save the planet",65,"climate","control"
"self","s418","comment","10","This article is about A.I. helping with fighting Cancer.",104,"health","control"
"self","s419","comment","10","climate change will bring more bad things",99,"climate","control"
"social","s420","comment","10","Reusable cleaning products will make effective and it will reduce the cost of buying.",47,"climate","social"
"self","s421","comment","10","I used to smoke but I no longer do and I became very health conscious since so this is good news for me.",16,"health","self"
"self","s422","comment","10","The idea of kidney stones scares me, so this information is useful.",46,"health","self"
"social","s423","comment","10","Food marketed to kids is junk and starts kids off on a path of poor dietary choices.",2,"health","social"
"self","s425","comment","10","The government's slow response to disasters resulting from climate change could complicate coping with a disaster for me and other affected Americans.",13,"climate","self"
"self","s432","comment","10","This article is important to me because I like to find ways to spend less on groceries and food while still buying healthy food.",70,"health","self"
"self","s434","comment","10","climate change issue is big issue in my country because i am also protest to the issue .",27,"climate","self"
"social","s435","comment","10","A personal opinion on climate change from a scientist expert in the ocean condition.",71,"climate","control"
"social","s436","comment","10","Gut Bacteria run faster and probably it would be work in people.",72,"health","social"
"self","s437","comment","10","its really amazing news like creation is too good",103,"climate","control"
"self","s439","comment","10","









The article is about an unlikely culprit, deodorant, causing havoc on the environment along with the usual suspects, cars and trucks. 

",107,"climate","control"
"social","s442","comment","10","food which contain vitamin c and calcium must be avoided and sweat items like chocolates  to prevent from the kidney stone.",46,"health","control"
"self","s444","comment","10","This article is about home been built in flood prone areas",23,"climate","control"
"self","s445","comment","10","muscles is to gain immune sysytem",18,"health","self"
"self","s446","comment","10","It looks at the relationship between nuclear power and environmentalists are how some goals are common.",51,"climate","control"
"social","s448","comment","10","The article suggests that drinking sugary drinks is tied to shorter life, and that people should not consume any of these beverages because they offer no benefit.",32,"health","control"
"self","s449","comment","10","The study with the game is very suitable for children.",86,"health","self"
"self","s450","comment","10","The oil industry is trying to change fuel efficiency regulations.",29,"climate","control"
"social","s453","comment","10","this article is about flood worsen",53,"climate","control"
"social","s454","comment","10","You gotta be active all the time.",6,"health","social"
"self","s456","comment","10","Use automakers as a solution of climate change",71,"climate","self"
"self","s457","comment","10","This article is about how sugary drinks are bad for your health and can lead to you dying at an earlier age.",32,"health","control"
"social","s460","comment","10","This article matters because it highlights the link between climate change and dangerous wildfires, which have affected people I know in California and elsewhere; climate change is a major concern in general of people I know.",7,"climate","social"
"social","s462","comment","10","It's important for everyone to know what GMO is and what it means for us in order to help combat fear-mongering and misinformation.",102,"health","social"
"social","s463","comment","10","this would raise awareness about more excessive meat eating",52,"health","control"
"social","s466","comment","10","These are highlights from climate meetings and some tips",11,"climate","control"
"social","s467","comment","10","The metabolic disorders are not come to everyone. The people have this they blessed.",74,"health","control"
"social","s470","comment","10","about reducing single use cleaning products.",47,"climate","control"
"self","s471","comment","10","I like to eat healthy and I really like tomatoes and spinach so this article would help me understand how nutrients change in these two foods when cooking them.",42,"health","self"
"social","s473","comment","10","they should eat proteins to help in proteins",64,"health","social"
"self","s475","comment","10","We gain more when we excersize because we eat more",78,"health","self"
"self","s478","comment","10","This is about the information about the risk of global warming which may destroy some ancient places in the Mediterranean.",85,"climate","self"
"social","s479","comment","10","I think more people needs to know what we are doing to our land and how it is harmful",61,"climate","social"
"self","s481","comment","10","Dancing seems to help the brain more than walking or stretching.",14,"health","control"
"self","s482","comment","10","This matters to me because I may have been tempted to try out disposable cleaning products for their convenience, but if they're less effective, more expensive (and add to garbage heaps, hurting the environment) then I'd rather stick with reusable cleaning products.",47,"climate","self"
"self","s483","comment","10","Despite solar power being used more than ever before, there is still a long way to go before it overcomes fossil fuels.",93,"climate","control"
"social","s485","comment","10","Some nutrients go up with cooking, some go down.",42,"health","control"
"self","s487","comment","10","It matters to me more",54,"health","self"
"social","s488","comment","10","is about floods, climate change and being safe",25,"climate","control"
"self","s490","comment","10","Recycling can make positive differences when practiced.",49,"climate","self"
"social","s492","comment","10","People need tips on how to help with climate change in their day to day life, and how to do this during the holidays would be helpful for everyone.  A lot of people get discouraged because they think there isn't anything they personally can do and that's just not the case.",11,"climate","social"
"self","s493","comment","10","Our world is in danger, because of climate change. And some people around the world toss waste in our oceans and streets",11,"climate","self"
"social","s494","comment","10","This article about hopeful",94,"health","control"
"social","s495","comment","10","It is suggesting in investing in your own wind turbine and mentions another article on climate and korea",1,"climate","control"
"self","s496","comment","10","each and everyone should take care of it",27,"climate","control"
